Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
.,org.pdfsam.split,SplitModule,settingPanel,Long Statement,The length of the statement "pane.getChildren().addAll(selectionPane`Views.titledPane(DefaultI18nContext.getInstance().i18n("Split settings")`splitOptions)`Views.titledPane(DefaultI18nContext.getInstance().i18n("Output settings")`destinationPane)`prefixTitled);" is 232.
.,org.pdfsam.split,SplitOptionsPane,SplitOptionsPane,Long Statement,The length of the statement "predefinedCombo.getItems().add(KeyStringValueItem.keyValue(PredefinedSetOfPages.ALL_PAGES`DefaultI18nContext.getInstance().i18n("Every page")));" is 144.
.,org.pdfsam.split,SplitOptionsPane,SplitOptionsPane,Long Statement,The length of the statement "predefinedCombo.getItems().add(KeyStringValueItem.keyValue(PredefinedSetOfPages.EVEN_PAGES`DefaultI18nContext.getInstance().i18n("Even pages")));" is 145.
.,org.pdfsam.split,SplitOptionsPane,SplitOptionsPane,Long Statement,The length of the statement "predefinedCombo.getItems().add(KeyStringValueItem.keyValue(PredefinedSetOfPages.ODD_PAGES`DefaultI18nContext.getInstance().i18n("Odd pages")));" is 143.
.,org.pdfsam.split,SplitOptionsPane,SplitOptionsPane,Long Statement,The length of the statement "grid.addRow(splitAfterPredefined`predefinedCombo`helpIcon(DefaultI18nContext.getInstance().i18n("Split the document after the given page numbers")));" is 149.
.,org.pdfsam.split,SplitOptionsPane,SplitOptionsPane,Long Statement,The length of the statement "grid.addRow(splitAfter`splitAfterField`helpIcon(DefaultI18nContext.getInstance().i18n("Split the document after the given page numbers")));" is 139.
.,org.pdfsam.split,SplitOptionsPane,SplitOptionsPane,Long Statement,The length of the statement "grid.addRow(splitByEvery`splitByEveryField`helpIcon(DefaultI18nContext.getInstance().i18n("Splits the PDF every \"n\" pages creating documents of \"n\" pages each")));" is 167.
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,builder,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,builder,Magic Number,The method contains a magic number: 6
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,builder,Magic Number,The method contains a magic number: 3
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,builder,Magic Number,The method contains a magic number: 5
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,builder,Magic Number,The method contains a magic number: 6
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,builder,Magic Number,The method contains a magic number: 2
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,builder,Magic Number,The method contains a magic number: 4
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,builder,Magic Number,The method contains a magic number: 6
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,builderDisabledOptimization,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,saveStateSelected,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,saveStateNotSelected,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,restoreState,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.split,SplitAfterPredefinedSetOfPagesRadioButtonTest,reset,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.split,SplitAfterRadioButtonTest,builder,Magic Number,The method contains a magic number: 20
.,org.pdfsam.split,SplitAfterRadioButtonTest,builder,Magic Number,The method contains a magic number: 10
.,org.pdfsam.split,SplitAfterRadioButtonTest,reset,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.split,SplitByEveryRadioButtonTest,invalidMaxPage,Magic Number,The method contains a magic number: 10
.,org.pdfsam.split,SplitByEveryRadioButtonTest,builder,Magic Number,The method contains a magic number: 20
.,org.pdfsam.split,SplitByEveryRadioButtonTest,builder,Magic Number,The method contains a magic number: 6
.,org.pdfsam.split,SplitByEveryRadioButtonTest,builder,Magic Number,The method contains a magic number: 12
.,org.pdfsam.split,SplitByEveryRadioButtonTest,builder,Magic Number,The method contains a magic number: 18
.,org.pdfsam.split,SplitByEveryRadioButtonTest,reset,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBox,restoreStateFrom,Long Statement,The length of the statement "Arrays.stream(ofNullable(data.get("levelCombo.levels")).map(l -> l.split("`")).orElse(new String[0])).forEach(getItems()::add);" is 127.
.,org.pdfsam.splitbybookmarks,SplitByBookmarksModule,SplitByBookmarksModule,Long Statement,The length of the statement "this.selectionPane.setPromptText(DefaultI18nContext.getInstance().i18n("Select or drag and drop the PDF you want to split"));" is 125.
.,org.pdfsam.splitbybookmarks,SplitByBookmarksModule,settingPanel,Long Statement,The length of the statement "pane.getChildren().addAll(selectionPane`Views.titledPane(DefaultI18nContext.getInstance().i18n("Split settings")`splitOptions)`Views.titledPane(DefaultI18nContext.getInstance().i18n("Output settings")`destinationPane)`prefixTitled);" is 232.
.,org.pdfsam.splitbybookmarks,SplitOptionsPane,SplitOptionsPane,Long Statement,The length of the statement "getChildren().addAll(createLine(new Label(ctx.i18n("Split at this bookmark level:"))`levelCombo)`createLine(new Label(ctx.i18n("Matching regular expression:"))`regexpField`helpIcon(new TextFlow(new Text(ctx.i18n("A regular expression the bookmark text has to match") + System.lineSeparator())`new Text(ctx.i18n("Example: use .*Chapter.* to match bookmarks containing the word \"Chapter\""))))));" is 395.
.,org.pdfsam.splitbybookmarks,SplitOptionsPane,SplitOptionsPane,Magic Number,The method contains a magic number: 350
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,validateOnChange,Magic Number,The method contains a magic number: 300
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,validApply,Magic Number,The method contains a magic number: 3
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,saveState,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,saveStateEmptySelection,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,restoreState,Magic Number,The method contains a magic number: 40
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,restoreState,Magic Number,The method contains a magic number: 50
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,restoreState,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,reset,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,restoreStateBackwardCompatible,Magic Number,The method contains a magic number: 40
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,restoreStateBackwardCompatible,Magic Number,The method contains a magic number: 50
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,restoreStateBackwardCompatible,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,restoreStateEmptySelected,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.splitbybookmarks,BookmarksLevelComboBoxTest,restoreStateNullSelected,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.splitbybookmarks,SplitByOutlineLevelParametersBuilderTest,build,Magic Number,The method contains a magic number: 2
.,org.pdfsam.splitbybookmarks,SplitByOutlineLevelParametersBuilderTest,build,Magic Number,The method contains a magic number: 2
.,org.pdfsam.splitbybookmarks,SplitOptionsPaneTest,applyLevel,Magic Number,The method contains a magic number: 3
.,org.pdfsam.splitbybookmarks,SplitOptionsPaneTest,applyRegexp,Magic Number,The method contains a magic number: 3
.,org.pdfsam.splitbybookmarks,SplitOptionsPaneTest,restoreState,Magic Number,The method contains a magic number: 6
.,org.pdfsam.splitbybookmarks,SplitOptionsPaneTest,reset,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.splitbysize,SplitBySizeModule,SplitBySizeModule,Long Statement,The length of the statement "this.selectionPane.setPromptText(DefaultI18nContext.getInstance().i18n("Select or drag and drop the PDF you want to split"));" is 125.
.,org.pdfsam.splitbysize,SplitBySizeModule,settingPanel,Long Statement,The length of the statement "pane.getChildren().addAll(selectionPane`Views.titledPane(DefaultI18nContext.getInstance().i18n("Split settings")`splitOptions)`Views.titledPane(DefaultI18nContext.getInstance().i18n("Output settings")`destinationPane)`prefixTitled);" is 232.
.,org.pdfsam.splitbysize,SizeUnitTest,toBytes,Magic Number,The method contains a magic number: 5
.,org.pdfsam.splitbysize,SizeUnitTest,toBytes,Magic Number,The method contains a magic number: 1024
.,org.pdfsam.splitbysize,SizeUnitTest,toBytes,Magic Number,The method contains a magic number: 5
.,org.pdfsam.splitbysize,SizeUnitTest,toBytes,Magic Number,The method contains a magic number: 5
.,org.pdfsam.splitbysize,SizeUnitTest,toBytes,Magic Number,The method contains a magic number: 1024
.,org.pdfsam.splitbysize,SizeUnitTest,toBytes,Magic Number,The method contains a magic number: 1024
.,org.pdfsam.splitbysize,SizeUnitTest,toBytes,Magic Number,The method contains a magic number: 5
.,org.pdfsam.splitbysize,SplitBySizeParametersBuilderTest,build,Magic Number,The method contains a magic number: 120l
.,org.pdfsam.splitbysize,SplitBySizeParametersBuilderTest,build,Magic Number,The method contains a magic number: 120l
.,org.pdfsam.splitbysize,SplitOptionsPaneTest,apply,Magic Number,The method contains a magic number: 30
.,org.pdfsam.splitbysize,SplitOptionsPaneTest,apply,Magic Number,The method contains a magic number: 1024
.,org.pdfsam.splitbysize,SplitOptionsPaneTest,apply,Magic Number,The method contains a magic number: 1024L
.,org.pdfsam.splitbysize,SplitOptionsPaneTest,reset,Magic Number,The method contains a magic number: 2000
